"","Loc_Name","Year","X","Loc_Year","before","after","avgdef","maxdef","mindef","tblJODA.2011.2019.SppCover_Loc_Name","Sample_Frame","Loc_Number","X_Coord.x","Y_Coord.x","Datum.x","UTM_Zone.x","Elevation","Aspect","Slope","SCOSA","Unit_Code","BareGrdCover","Achillea_millefolium","Achnatherum_spp","Acroptilon_repens","Agoseris_spp","Agropyron_cristatum","Allium_spp","Antennaria_spp","Arabis_spp","Artemisia_arbuscula","Artemisia_tridentata","Aster_spp","Astragalus_spp","Atriplex_spp","Balsamorhiza_spp","Brodiaea_douglasii","Bromus_spp","Bromus_tectorum","Calochortus_spp","Cardaria_draba","Castilleja_spp","Centaurea_diffusa","Centaurea_maculosa","Centaurea_solstitialis","Cercocarpus_ledifolius","Chrysothamnus_viscidiflorus","Cirsium_spp","Crepis_acuminata","Cryptantha_spp","Dalea_ornata","Delphinium_spp","Descurainia_sophia","Elymus_caput_medusae","Elymus_cinereus","Elymus_elymoides","Ericameria_nauseosa","Erigeron_spp","Eriogonum_spp","Erodium_cicutarium","Euphorbia_esula","Festuca_idahoensis","Gutierrezia_sarothrae","Helianthella_uniflora","Hesperostipa_comata","Juniperus_occidentalis","Kochia_scoparia","Lactuca_serriola","Lepidium_perfoliatum","Leptodactylon_pungens","Lewisia_rediviva","Leymus_cinereus","Linaria_dalmatica","Linaria_vulgaris","Lithophragma_spp","Lithospermum_ruderale","Lomatium_spp","Lupinus_spp","Onopordum_acanthium","Opuntia_polyacantha","Penstemon_spp","Phacelia_hastata","Phacelia_spp","Phlox_spp","Poa_bulbosa","Poa_pratensis","Poa_secunda","Poa_spp","Pseudoroegneria_spicata","Purshia_tridentata","Salsola_kali","Salvia_dorrii","Sarcobatus_vermiculatus","Sedum_spp","Sisymbrium_altissimum","Sphaeralcea_munroana","Sporobolus_cryptandrus","Taeniatherum_caput_medusae","Tetradymia_canescens","Tragopogon_dubius","Ventenata_dubia","Verbascum_blattaria","Verbascum_thapsus","Unit","Site","year","ID","Year.num","Year.centered","Elevation.scaled","avg.cat","min.cat","max.cat","elev.cat","scosa.cat","Plot_ID","SampleFram","Plot","X_Coord.y","Y_Coord.y","Datum.y","UTM_Zone.y","ecoclassid","Fire_1994","Fire_1995","Fire_2011","dNBR2011","1994_Hancock_dNBR","1994_Mammal_dNBR","1995_CampHancock_dNBR","avgdef.centered","dNBR2011.scaled","dNBR1994","dNBR1995","PastBurn","BurnCount","nbr94.cat","BurnSeverity1994","nbr95.cat","BurnSeverity1995","nbr.cat","BurnSeverity2011","BurnAll","sev.cat","BurnSeverity"
"325","JODA_Clarno_2013_116",2013,325,2013,2012,2013,20.65515756625,49.98756409,5.100725174,"JODA_Clarno_2013_116","JODA_Clarno",116,703087.575596483,4976383.74336723,"NAD83","10N",437,218,5,-0.0686796625237357,"JODA",1,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",NA,0,0,0,0,1,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"2",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2013,116,3,2,-1.91094651823536,"(20,21]","(5,5.5]","(47,50]","[416,500]","(-0.1,-0.05]","JODA_Clarno_2013_116","JODA_Clarno",116,703087.575596,4976383.74337,"NAD83","10N","R010XB053OR","1994",NA,"2011",2539,2065,NA,NA,0.214342046685395,1.08383876180024,2065,NA,"1994_2011","2","(1.47e+03,3.05e+03]","High94",NA,"No Burn95","(2.1e+03,5.59e+03]","High11","2.High94.No Burn95.High11","(2.48e+03,5.59e+03]","High"
"326","JODA_Clarno_2013_117",2013,326,2013,2012,2013,16.504942834,46.47956848,4.416190147,"JODA_Clarno_2013_117","JODA_Clarno",117,701459.19237178,4977217.93956513,"NAD83","10N",478,318,16,0.204838474683674,"JODA",1,0,0,0,0,0,0,0,0,0,"0",0,1,0,0,0,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,2,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2013,117,3,2,-1.2558364533635,"[14,18]","(3,4.5]","(44,47]","[416,500]","(0.15,0.5]","JODA_Clarno_2013_117","JODA_Clarno",117,701459.192372,4977217.93957,"NAD83","10N","R010XB064OR",NA,"1995","2011",2192,NA,NA,3632,-1.71415865836935,0.54891088782359,NA,3632,"1995_2011","2",NA,"No Burn94","(2.1e+03,4.94e+03]","High95","(2.1e+03,5.59e+03]","High11","2.No Burn94.High95.High11","(1.19e+03,2.48e+03]","Medium"
"327","JODA_Clarno_2013_118",2013,327,2013,2012,2013,18.965496123,45.88910675,4.555963993,"JODA_Clarno_2013_118","JODA_Clarno",118,704300.558102746,4977771.48381367,"NAD83","10N",579,329,15,0.221851222260826,"JODA",1,1,0,0,0,0,0,0,0,0,"0",0,2,0,0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2013,118,3,2,0.3579712674184,"(18,19]","(4.5,5]","(44,47]","(565,590]","(0.15,0.5]","JODA_Clarno_2013_118","JODA_Clarno",118,704300.558103,4977771.48381,"NAD83","10N","R010XB064OR","1994",NA,"2011",2476,1670,NA,NA,-0.570801251874695,0.986719291885169,1670,NA,"1994_2011","2","(1.47e+03,3.05e+03]","High94",NA,"No Burn95","(2.1e+03,5.59e+03]","High11","2.High94.No Burn95.High11","(1.19e+03,2.48e+03]","Medium"
"328","JODA_Clarno_2013_119",2013,328,2013,2012,2013,18.965496123,45.88910675,4.555963993,"JODA_Clarno_2013_119","JODA_Clarno",119,704578.326167131,4977816.29439102,"NAD83","10N",536,78,9,0.032524554128686,"JODA",0,3,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,1,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",NA,0,0,0,0,1,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2013,119,3,2,-0.329095385983796,"(18,19]","(4.5,5]","(44,47]","(500,545]","(-0.05,0.05]","JODA_Clarno_2013_119","JODA_Clarno",119,704578.326167,4977816.29439,"NAD83","10N","R010XB064OR","1994",NA,"2011",2518,2575,NA,NA,-0.570801251874695,1.05146560516188,2575,NA,"1994_2011","2","(1.47e+03,3.05e+03]","High94",NA,"No Burn95","(2.1e+03,5.59e+03]","High11","2.High94.No Burn95.High11","(2.48e+03,5.59e+03]","High"
"329","JODA_Clarno_2013_12",2013,329,2013,2012,2013,16.504942834,46.47956848,4.416190147,"JODA_Clarno_2013_12","JODA_Clarno",12,702098.529499432,4977073.15356625,"NAD83","10N",529,282,8,0.0289357147369579,"JODA",1,1,1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,1,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2013,12,3,2,-0.440943445839968,"[14,18]","(3,4.5]","(44,47]","(500,545]","(-0.05,0.05]","JODA_Clarno_2013_12","JODA_Clarno",12,702098.529499,4977073.15357,"NAD83","10N","R010XB044OR",NA,"1995","2011",2112,NA,NA,2430,-1.71415865836935,0.425584576820329,NA,2430,"1995_2011","2",NA,"No Burn94","(2.1e+03,4.94e+03]","High95","(2.1e+03,5.59e+03]","High11","2.No Burn94.High95.High11","(1.19e+03,2.48e+03]","Medium"
"330","JODA_Clarno_2013_120",2013,330,2013,2012,2013,20.65515756625,49.98756409,5.100725174,"JODA_Clarno_2013_120","JODA_Clarno",120,703226.089175875,4976680.90852576,"NAD83","10N",455,313,11,0.130131421931976,"JODA",0,0,1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,1,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2013,120,3,2,-1.62333722146235,"(20,21]","(5,5.5]","(47,50]","[416,500]","(0.05,0.15]","JODA_Clarno_2013_120","JODA_Clarno",120,703226.089176,4976680.90853,"NAD83","10N","R010XB064OR","1994",NA,"2011",2112,1761,NA,NA,0.214342046685395,0.425584576820329,1761,NA,"1994_2011","2","(1.47e+03,3.05e+03]","High94",NA,"No Burn95","(2.1e+03,5.59e+03]","High11","2.High94.No Burn95.High11","(1.19e+03,2.48e+03]","Medium"
"331","JODA_Clarno_2013_121",2013,331,2013,2012,2013,16.504942834,46.47956848,4.416190147,"JODA_Clarno_2013_121","JODA_Clarno",121,701740.963209033,4977348.86952794,"NAD83","10N",512,307,18,0.185971069624135,"JODA",2,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,1,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2013,121,3,2,-0.712574448347813,"[14,18]","(3,4.5]","(44,47]","(500,545]","(0.15,0.5]","JODA_Clarno_2013_121","JODA_Clarno",121,701740.963209,4977348.86953,"NAD83","10N","R010XB064OR",NA,"1995","2011",1542,NA,NA,1718,-1.71415865836935,-0.45311538907791,NA,1718,"1995_2011","2",NA,"No Burn94","(1.4e+03,2.1e+03]","Medium95","(1.5e+03,2.1e+03]","Medium11","2.No Burn94.Medium95.Medium11","(1.19e+03,2.48e+03]","Medium"
"332","JODA_Clarno_2013_122",2013,332,2013,2012,2013,19.205789147875,49.1662178,4.4935112,"JODA_Clarno_2013_122","JODA_Clarno",122,703096.661497086,4978526.49296298,"NAD83","10N",605,5,10,0.172987393925089,"JODA",0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",NA,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2013,122,3,2,0.773406918312751,"(19,20]","(3,4.5]","(47,50]","(590,630]","(0.15,0.5]","JODA_Clarno_2013_122","JODA_Clarno",122,703096.661497,4978526.49296,"NAD83","10N","R010XB044OR","1994",NA,"2011",1350,NA,184,NA,-0.459143109395899,-0.749098535485738,184,NA,"1994_2011","2","[-233,970]","Low94",NA,"No Burn95","[-570,1.5e+03]","Low11","2.Low94.No Burn95.Low11","(1.19e+03,2.48e+03]","Medium"
"333","JODA_Clarno_2013_123",2013,333,2013,2012,2013,18.965496123,45.88910675,4.555963993,"JODA_Clarno_2013_123","JODA_Clarno",123,704746.125313946,4978123.17871495,"NAD83","10N",549,290,12,0.0711099862925722,"JODA",2,1,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2013,123,3,2,-0.121377560536621,"(18,19]","(4.5,5]","(44,47]","(545,565]","(0.05,0.15]","JODA_Clarno_2013_123","JODA_Clarno",123,704746.125314,4978123.17871,"NAD83","10N","R010XB064OR","1994",NA,"2011",2272,835,NA,NA,-0.570801251874695,0.672237198826852,835,NA,"1994_2011","2","[-233,970]","Low94",NA,"No Burn95","(2.1e+03,5.59e+03]","High11","2.Low94.No Burn95.High11","(1.19e+03,2.48e+03]","Medium"
"334","JODA_Clarno_2013_124",2013,334,2013,2012,2013,19.736988425875,48.60439301,4.594974518,"JODA_Clarno_2013_124","JODA_Clarno",124,704241.545158886,4977563.22427914,"NAD83","10N",602,222,12,-0.154508497187474,"JODA",1,0,0,0,0,0,0,0,0,0,"0",0,2,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",NA,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2013,124,3,2,0.725472035517249,"(19,20]","(4.5,5]","(47,50]","(590,630]","(-0.2,-0.1]","JODA_Clarno_2013_124","JODA_Clarno",124,704241.545159,4977563.22428,"NAD83","10N","R010XB064OR","1994",NA,"2011",1781,1103,NA,NA,-0.212308126572685,-0.0846780349556663,1103,NA,"1994_2011","2","(970,1.47e+03]","Medium94",NA,"No Burn95","(1.5e+03,2.1e+03]","Medium11","2.Medium94.No Burn95.Medium11","(1.19e+03,2.48e+03]","Medium"
"335","JODA_Clarno_2013_125",2013,335,2013,2012,2013,20.656354070375,51.32850647,4.77737236,"JODA_Clarno_2013_125","JODA_Clarno",125,702245.680104732,4976534.52749219,"NAD83","10N",448,290,14,0.0827421614066159,"JODA",3,0,1,0,0,0,0,0,0,0,"0",0,1,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2013,125,3,2,-1.73518528131852,"(20,21]","(4.5,5]","(50,53]","[416,500]","(0.05,0.15]","JODA_Clarno_2013_125","JODA_Clarno",125,702245.680105,4976534.52749,"NAD83","10N","R010XB052OR",NA,"1995","2011",1162,NA,NA,1738,0.214898032145793,-1.0389153663434,NA,1738,"1995_2011","2",NA,"No Burn94","(1.4e+03,2.1e+03]","Medium95","[-570,1.5e+03]","Low11","2.No Burn94.Medium95.Low11","[-570,1.19e+03]","Low"
"336","JODA_Clarno_2013_126",2013,336,2013,2012,2013,19.31386905825,47.48503876,4.688475132,"JODA_Clarno_2013_126","JODA_Clarno",126,704716.736069022,4977124.40803324,"NAD83","10N",529,5,22,0.373181102231142,"JODA",0,1,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",NA,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2013,126,3,2,-0.440943445839968,"(19,20]","(4.5,5]","(47,50]","(500,545]","(0.15,0.5]","JODA_Clarno_2013_126","JODA_Clarno",126,704716.736069,4977124.40803,"NAD83","10N","R010XB064OR","1994",NA,"2011",2690,1337,NA,NA,-0.408921085523066,1.31661717381889,1337,NA,"1994_2011","2","(970,1.47e+03]","Medium94",NA,"No Burn95","(2.1e+03,5.59e+03]","High11","2.Medium94.No Burn95.High11","(2.48e+03,5.59e+03]","High"
"337","JODA_Clarno_2013_127",2013,337,2013,2012,2013,19.7779561885,51.02244949,4.450485229,"JODA_Clarno_2013_127","JODA_Clarno",127,702895.346600651,4978165.30908917,"NAD83","10N",584,9,6,0.103241544429788,"JODA",1,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",NA,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2013,127,3,2,0.437862738744237,"(19,20]","(3,4.5]","(50,53]","(565,590]","(0.05,0.15]","JODA_Clarno_2013_127","JODA_Clarno",127,702895.346601,4978165.30909,"NAD83","10N","R010XB044OR",NA,NA,"2011",2260,NA,NA,NA,-0.193271434689518,0.653738252176362,NA,NA,"2011","1",NA,"No Burn94",NA,"No Burn95","(2.1e+03,5.59e+03]","High11","1.No Burn94.No Burn95.High11","(1.19e+03,2.48e+03]","Medium"
"338","JODA_Clarno_2013_128",2013,338,2013,2012,2013,18.965496123,45.88910675,4.555963993,"JODA_Clarno_2013_128","JODA_Clarno",128,704959.218636048,4978014.45358644,"NAD83","10N",602,281,12,0.0396714208519753,"JODA",0,0,0,0,0,0,0,0,0,0,"0",0,2,0,0,0,0,"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",NA,0,0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,"0",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"JODA","Clarno",2013,128,3,2,0.725472035517249,"(18,19]","(4.5,5]","(44,47]","(590,630]","(-0.05,0.05]","JODA_Clarno_2013_128","JODA_Clarno",128,704959.218636,4978014.45359,"NAD83","10N","R010XB064OR","1994",NA,"2011",1071,1554,NA,NA,-0.570801251874695,-1.17919904510961,1554,NA,"1994_2011","2","(1.47e+03,3.05e+03]","High94",NA,"No Burn95","[-570,1.5e+03]","Low11","2.High94.No Burn95.Low11","[-570,1.19e+03]","Low"
"339","JODA_Clarno_2013_129",2013,339,2013,2012,2013,19.736988425875,48.60439301,4.594974518,"JODA_Clarno_2013_129","JODA_Clarno",129,703931.420748647,4977341.96742545,"NAD83","10N",536,290,14,0.0827421614066159,"JODA",1,0,1,0,0,0,0,0,0,0,"0",0,1,0,0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",NA,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1",0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2013,129,3,2,-0.329095385983796,"(19,20]","(4.5,5]","(47,50]","(500,545]","(0.05,0.15]","JODA_Clarno_2013_129","JODA_Clarno",129,703931.420749,4977341.96742,"NAD83","10N","R010XB064OR","1994",NA,"2011",1843,1494,NA,NA,-0.212308126572685,0.0108998560718614,1494,NA,"1994_2011","2","(1.47e+03,3.05e+03]","High94",NA,"No Burn95","(1.5e+03,2.1e+03]","Medium11","2.High94.No Burn95.Medium11","(1.19e+03,2.48e+03]","Medium"
"340","JODA_Clarno_2013_13",2013,340,2013,2012,2013,19.736988425875,48.60439301,4.594974518,"JODA_Clarno_2013_13","JODA_Clarno",13,704143.571781156,4977882.2881073,"NAD83","10N",589,60,15,0.12940952255126,"JODA",1,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",NA,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2013,13,3,2,0.517754210070074,"(19,20]","(4.5,5]","(47,50]","(565,590]","(0.05,0.15]","JODA_Clarno_2013_13","JODA_Clarno",13,704143.571781,4977882.28811,"NAD83","10N","R010XB044OR","1994",NA,"2011",2644,2072,NA,NA,-0.212308126572685,1.24570454499202,2072,NA,"1994_2011","2","(1.47e+03,3.05e+03]","High94",NA,"No Burn95","(2.1e+03,5.59e+03]","High11","2.High94.No Burn95.High11","(2.48e+03,5.59e+03]","High"
"341","JODA_Clarno_2013_130",2013,341,2013,2012,2013,19.094248593125,48.08650208,4.581033707,"JODA_Clarno_2013_130","JODA_Clarno",130,702287.105222555,4977718.61977513,"NAD83","10N",554,334,12,0.186869789862995,"JODA",2,0,0,0,0,0,0,0,0,0,"0",0,1,0,0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,1,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2013,130,3,2,-0.0414860892107839,"(19,20]","(4.5,5]","(47,50]","(545,565]","(0.15,0.5]","JODA_Clarno_2013_130","JODA_Clarno",130,702287.105223,4977718.61978,"NAD83","10N","R010XB044OR",NA,NA,"2011",2444,NA,NA,NA,-0.51097320792214,0.937388767483864,NA,NA,"2011","1",NA,"No Burn94",NA,"No Burn95","(2.1e+03,5.59e+03]","High11","1.No Burn94.No Burn95.High11","(1.19e+03,2.48e+03]","Medium"
"342","JODA_Clarno_2013_131",2013,342,2013,2012,2013,19.1329423785,48.40209961,4.630411148,"JODA_Clarno_2013_131","JODA_Clarno",131,704257.557385748,4979394.99535603,"NAD83","10N",673,259,17,-0.0557871512546731,"JODA",0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,3,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2013,131,3,2,1.85993092834413,"(19,20]","(4.5,5]","(47,50]","(630,731]","(-0.1,-0.05]","JODA_Clarno_2013_131","JODA_Clarno",131,704257.557386,4979394.99536,"NAD83","10N","blank","1994",NA,"2011",-167,1740,NA,NA,-0.492993176239183,-3.08767370788509,1740,NA,"1994_2011","2","(1.47e+03,3.05e+03]","High94",NA,"No Burn95","[-570,1.5e+03]","Low11","2.High94.No Burn95.Low11","[-570,1.19e+03]","Low"
"343","JODA_Clarno_2013_132",2013,343,2013,2012,2013,19.1329423785,48.40209961,4.630411148,"JODA_Clarno_2013_132","JODA_Clarno",132,704389.869516285,4979443.10248897,"NAD83","10N",690,174,17,-0.290770061932909,"JODA",3,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2013,132,3,2,2.13156193085198,"(19,20]","(4.5,5]","(47,50]","(630,731]","[-0.5,-0.2]","JODA_Clarno_2013_132","JODA_Clarno",132,704389.869516,4979443.10249,"NAD83","10N","R010XB044OR","1994",NA,"2011",1500,1266,NA,NA,-0.492993176239183,-0.517861702354623,1266,NA,"1994_2011","2","(970,1.47e+03]","Medium94",NA,"No Burn95","[-570,1.5e+03]","Low11","2.Medium94.No Burn95.Low11","(1.19e+03,2.48e+03]","Medium"
"344","JODA_Clarno_2013_133",2013,344,2013,2012,2013,19.205789147875,49.1662178,4.4935112,"JODA_Clarno_2013_133","JODA_Clarno",133,703539.970607478,4978362.76159386,"NAD83","10N",609,191,20,-0.335736269975143,"JODA",2,0,0,0,0,0,0,0,0,0,"0",0,1,0,0,0,0,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2013,133,3,2,0.837320095373421,"(19,20]","(3,4.5]","(47,50]","(590,630]","[-0.5,-0.2]","JODA_Clarno_2013_133","JODA_Clarno",133,703539.970607,4978362.76159,"NAD83","10N","R010XB052OR","1994",NA,"2011",1262,NA,781,NA,-0.459143109395899,-0.884757477589326,781,NA,"1994_2011","2","[-233,970]","Low94",NA,"No Burn95","[-570,1.5e+03]","Low11","2.Low94.No Burn95.Low11","(1.19e+03,2.48e+03]","Medium"
"345","JODA_Clarno_2013_134",2013,345,2013,2012,2013,19.205789147875,49.1662178,4.4935112,"JODA_Clarno_2013_134","JODA_Clarno",134,703881.593538453,4978719.96366257,"NAD83","10N",646,130,19,-0.209271175793574,"JODA",3,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2013,134,3,2,1.42851698318461,"(19,20]","(3,4.5]","(47,50]","(630,731]","[-0.5,-0.2]","JODA_Clarno_2013_134","JODA_Clarno",134,703881.593538,4978719.96366,"NAD83","10N","R010XB044OR","1994",NA,"2011",1087,NA,949,NA,-0.459143109395899,-1.15453378290896,949,NA,"1994_2011","2","[-233,970]","Low94",NA,"No Burn95","[-570,1.5e+03]","Low11","2.Low94.No Burn95.Low11","[-570,1.19e+03]","Low"
"346","JODA_Clarno_2013_135",2013,346,2013,2012,2013,20.65515756625,49.98756409,5.100725174,"JODA_Clarno_2013_135","JODA_Clarno",135,702644.960631613,4976748.15277871,"NAD83","10N",496,276,19,0.0340311388742928,"JODA",3,0,2,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2013,135,3,2,-0.968227156590491,"(20,21]","(5,5.5]","(47,50]","[416,500]","(-0.05,0.05]","JODA_Clarno_2013_135","JODA_Clarno",135,702644.960632,4976748.15278,"NAD83","10N","R010XB044OR",NA,"1995","2011",1223,NA,NA,1362,0.214342046685395,-0.944879054203416,NA,1362,"1995_2011","2",NA,"No Burn94","[249,1.4e+03]","Low95","[-570,1.5e+03]","Low11","2.No Burn94.Low95.Low11","(1.19e+03,2.48e+03]","Medium"
"347","JODA_Clarno_2013_136",2013,347,2013,2012,2013,16.504942834,46.47956848,4.416190147,"JODA_Clarno_2013_136","JODA_Clarno",136,702027.399101749,4976977.92246645,"NAD83","10N",514,212,9,-0.132663950250617,"JODA",1,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,1,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2013,136,3,2,-0.680617859817478,"[14,18]","(3,4.5]","(44,47]","(500,545]","(-0.2,-0.1]","JODA_Clarno_2013_136","JODA_Clarno",136,702027.399102,4976977.92247,"NAD83","10N","R010XB044OR",NA,"1995","2011",1554,NA,NA,2013,-1.71415865836935,-0.434616442427421,NA,2013,"1995_2011","2",NA,"No Burn94","(1.4e+03,2.1e+03]","Medium95","(1.5e+03,2.1e+03]","Medium11","2.No Burn94.Medium95.Medium11","(1.19e+03,2.48e+03]","Medium"
